id;requirement_id;standard;edition;clause;chapter;priority;lens;topic;process_tags;question_en;question_cs;question_de
9001-8-4-3-supplier-3;9001-8-4-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.4.3;8;high;supplier;supplier;design | hr | purchasing;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-5-1-internal-1;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;internal;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;At the workplace, compare actual settings, materials and inspections with the current approved control plan.;Na pracovišti porovnejte skutečné parametry, materiály a kontroly s aktuálním schváleným plánem kontroly.;Am Arbeitsplatz tatsächliche Einstellungen, Materialien und Prüfungen mit dem aktuellen freigegebenen Prüfplan vergleichen.
9001-8-5-1-internal-2;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;internal;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;How is controlled production and service provision implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Řízená výroba a poskytování služeb“ a kdo vlastní příslušné řízení?;Wie ist „Gelenkte Produktion und Dienstleistungserbringung“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-5-1-internal-3;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;internal;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-5-1-customer-1;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;customer;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;How does clause 8.5.1 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.5.1 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.5.1 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-5-1-customer-2;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;customer;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;At the workplace, compare actual settings, materials and inspections with the current approved control plan.;Na pracovišti porovnejte skutečné parametry, materiály a kontroly s aktuálním schváleným plánem kontroly.;Am Arbeitsplatz tatsächliche Einstellungen, Materialien und Prüfungen mit dem aktuellen freigegebenen Prüfplan vergleichen.
9001-8-5-1-customer-3;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;customer;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-5-1-certification-1;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;certification;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;Which objective evidence demonstrates conformity and effective implementation of clause 8.5.1?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.5.1?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.5.1?
9001-8-5-1-certification-2;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;certification;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;At the workplace, compare actual settings, materials and inspections with the current approved control plan.;Na pracovišti porovnejte skutečné parametry, materiály a kontroly s aktuálním schváleným plánem kontroly.;Am Arbeitsplatz tatsächliche Einstellungen, Materialien und Prüfungen mit dem aktuellen freigegebenen Prüfplan vergleichen.
9001-8-5-1-certification-3;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;certification;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-5-1-supplier-1;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;supplier;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;How does the supplier implement controlled production and service provision for the supplied product, process or service?;Jak dodavatel zavádí téma „Řízená výroba a poskytování služeb“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Gelenkte Produktion und Dienstleistungserbringung“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-5-1-supplier-2;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;supplier;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-8-5-1-supplier-3;9001-8-5-1;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.1;8;high;supplier;production;design | ehs | logistics | maintenance | production | quality_lab | sales | special_process;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-5-2-internal-1;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;internal;traceability;logistics | quality_lab;Choose a delivered serial/batch and trace it backward to material, process, inspection and release, then forward to all affected deliveries.;Vyberte dodané sériové číslo/šarži a sledujte je zpět k materiálu, procesu, kontrole a uvolnění a dopředu ke všem dotčeným dodávkám.;Eine gelieferte Serien-/Chargennummer rückwärts zu Material, Prozess, Prüfung und Freigabe sowie vorwärts zu allen betroffenen Lieferungen verfolgen.
9001-8-5-2-internal-2;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;internal;traceability;logistics | quality_lab;How is identification and traceability implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Identifikace a sledovatelnost“ a kdo vlastní příslušné řízení?;Wie ist „Kennzeichnung und Rückverfolgbarkeit“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-5-2-internal-3;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;internal;traceability;logistics | quality_lab;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-5-2-customer-1;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;customer;traceability;logistics | quality_lab;How does clause 8.5.2 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.5.2 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.5.2 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-5-2-customer-2;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;customer;traceability;logistics | quality_lab;Choose a delivered serial/batch and trace it backward to material, process, inspection and release, then forward to all affected deliveries.;Vyberte dodané sériové číslo/šarži a sledujte je zpět k materiálu, procesu, kontrole a uvolnění a dopředu ke všem dotčeným dodávkám.;Eine gelieferte Serien-/Chargennummer rückwärts zu Material, Prozess, Prüfung und Freigabe sowie vorwärts zu allen betroffenen Lieferungen verfolgen.
9001-8-5-2-customer-3;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;customer;traceability;logistics | quality_lab;Show one recent customer/project example and trace the requirement to objective evidence and escalation.;Ukažte jeden aktuální zákaznický/projektový příklad a sledujte požadavek k objektivnímu důkazu a eskalaci.;Ein aktuelles Kunden-/Projektbeispiel zeigen und die Anforderung bis zu objektivem Nachweis und Eskalation verfolgen.
9001-8-5-2-certification-1;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;certification;traceability;logistics | quality_lab;Which objective evidence demonstrates conformity and effective implementation of clause 8.5.2?;Který objektivní důkaz prokazuje shodu a účinné zavedení článku 8.5.2?;Welche objektiven Nachweise belegen Konformität und wirksame Umsetzung von Abschnitt 8.5.2?
9001-8-5-2-certification-2;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;certification;traceability;logistics | quality_lab;Choose a delivered serial/batch and trace it backward to material, process, inspection and release, then forward to all affected deliveries.;Vyberte dodané sériové číslo/šarži a sledujte je zpět k materiálu, procesu, kontrole a uvolnění a dopředu ke všem dotčeným dodávkám.;Eine gelieferte Serien-/Chargennummer rückwärts zu Material, Prozess, Prüfung und Freigabe sowie vorwärts zu allen betroffenen Lieferungen verfolgen.
9001-8-5-2-certification-3;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;certification;traceability;logistics | quality_lab;How does this control interact with related clauses, and how are gaps classified and corrected?;Jak toto řízení souvisí s navazujícími články a jak se klasifikují a řeší mezery?;Wie wirkt diese Steuerung mit verwandten Abschnitten zusammen und wie werden Lücken klassifiziert und behoben?
9001-8-5-2-supplier-1;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;supplier;traceability;logistics | quality_lab;How does the supplier implement identification and traceability for the supplied product, process or service?;Jak dodavatel zavádí téma „Identifikace a sledovatelnost“ pro dodávaný produkt, proces nebo službu?;Wie setzt der Lieferant „Kennzeichnung und Rückverfolgbarkeit“ für das gelieferte Produkt, den Prozess oder die Dienstleistung um?
9001-8-5-2-supplier-2;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;supplier;traceability;logistics | quality_lab;Show a recent supplied-part or service sample, including controls, records and deviation handling.;Ukažte aktuální vzorek dodávaného dílu nebo služby včetně řízení, záznamů a řešení odchylek.;Eine aktuelle Stichprobe eines gelieferten Teils oder einer Dienstleistung einschließlich Kontrollen, Aufzeichnungen und Abweichungsbehandlung zeigen.
9001-8-5-2-supplier-3;9001-8-5-2;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.2;8;high;supplier;traceability;logistics | quality_lab;How are changes, risks and nonconformities communicated to the customer before impact?;Jak jsou změny, rizika a neshody komunikovány zákazníkovi před vznikem dopadu?;Wie werden Änderungen, Risiken und Nichtkonformitäten vor einer Auswirkung an den Kunden kommuniziert?
9001-8-5-3-internal-1;9001-8-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.3;8;medium;internal;property;purchasing | sales;Show how customer-owned tooling, data or material is identified, protected and incident-reported.;Ukažte, jak je zákaznické nářadí, data nebo materiál identifikován, chráněn a jak se hlásí incidenty.;Zeigen, wie kundeneigene Werkzeuge, Daten oder Materialien gekennzeichnet, geschützt und bei Vorfällen gemeldet werden.
9001-8-5-3-internal-2;9001-8-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.3;8;medium;internal;property;purchasing | sales;How is property belonging to customers or external providers implemented in the selected process, and who owns the control?;Jak je v hodnoceném procesu zavedeno téma „Majetek zákazníků nebo externích poskytovatelů“ a kdo vlastní příslušné řízení?;Wie ist „Eigentum von Kunden oder externen Anbietern“ im ausgewählten Prozess umgesetzt und wer verantwortet die Steuerung?
9001-8-5-3-internal-3;9001-8-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.3;8;medium;internal;property;purchasing | sales;Show a recent sample and explain how effectiveness, deviations and follow-up are evaluated.;Ukažte aktuální vzorek a vysvětlete, jak se hodnotí účinnost, odchylky a následná opatření.;Eine aktuelle Stichprobe zeigen und erläutern, wie Wirksamkeit, Abweichungen und Folgemaßnahmen bewertet werden.
9001-8-5-3-customer-1;9001-8-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.3;8;medium;customer;property;purchasing | sales;How does clause 8.5.3 protect customer, contractual or stakeholder expectations in this process?;Jak článek 8.5.3 chrání očekávání zákazníka, smluvní nebo jiné relevantní požadavky v tomto procesu?;Wie schützt Abschnitt 8.5.3 Kunden-, Vertrags- oder relevante Stakeholderanforderungen in diesem Prozess?
9001-8-5-3-customer-2;9001-8-5-3;ISO 9001;ISO 9001:2015 + Amd 1:2024;8.5.3;8;medium;customer;property;purchasing | sales;Show how customer-owned tooling, data or material is identified, protected and incident-reported.;Ukažte, jak je zákaznické nářadí, data nebo materiál identifikován, chráněn a jak se hlásí incidenty.;Zeigen, wie kundeneigene Werkzeuge, Daten oder Materialien gekennzeichnet, geschützt und bei Vorfällen gemeldet werden.
